#{"t_start": 1761360662.7164114, "env_id": "None"}
r,l,t
196.28918,497,694.342378
243.7695,573,694.444482
246.96979,497,694.675286
324.53024,573,696.436828
196.3292,497,696.623098
321.6999,653,697.904653
240.38922,647,698.70581
186.32916,497,698.772985
257.14984,499,698.911397
196.31918,497,699.120628
312.88037,553,699.292873
257.07986,497,700.883815
256.98984,497,701.06706
309.19052,513,702.513969
257.32983,501,703.604999
312.73038,549,703.689141
334.63028,573,703.845551
280.34033,527,704.011874
273.8696,573,704.041908
257.14984,499,705.2982
165.6391,491,705.417081
256.96985,497,706.918156
273.07025,447,707.982598
256.99985,497,708.107275
257.15982,499,708.277608
271.7197,549,708.910896
316.97006,597,708.910896
196.28918,497,709.736084
260.75986,537,710.20972
320.4104,527,711.606658
244.95007,469,712.484658
248.50986,513,712.583496
329.52048,517,712.746731
257.96988,507,713.460418
306.35074,477,714.013568
317.18008,603,714.299948
256.98984,497,714.66056
306.5402,485,715.940152
224.35953,469,716.735795
233.18916,567,717.502845
241.66968,549,717.603809
165.6391,491,717.811183
188.87952,521,718.626906
217.00972,499,718.728071
252.2102,549,719.51898
255.56992,481,720.198131
256.9098,497,721.923435
336.33017,593,722.007029
260.14023,527,722.29106
201.44946,549,722.735618
284.94995,581,723.825195
284.91992,581,723.927484
350.6999,643,725.268414
293.58926,677,726.312309
109.04849,531,726.803477
212.65881,569,727.062133
241.16977,539,727.162289
252.30963,555,727.70138
139.60904,531,728.593081
348.2,615,729.430355
232.02002,549,730.220539
224.80997,469,731.038772
139.60904,531,731.106074
274.57043,465,731.361683
289.11047,513,733.246918
240.38922,647,733.542918
358.28928,727,733.618013
149.72903,531,734.256544
197.09981,499,735.51686
295.55017,585,735.51686
226.85973,497,735.567096
165.64911,491,735.774618
249.85995,523,738.279472
201.00931,539,738.352086
531.72235,543,739.096243
298.23016,503,739.997336
384.55914,795,740.365966
292.66025,553,740.467121
346.4401,595,740.878105
899.368,621,741.333309
244.98013,469,742.555362
224.80997,469,742.630466
176.21912,497,744.494531
234.86003,469,744.599844
328.00946,619,744.697989
139.60898,531,746.092097
210.22879,645,746.262371
357.89008,611,746.387515
249.63971,527,747.301654
252.11008,549,747.428586
311.42,539,749.329962
317.96982,611,750.160766
224.83,469,750.307976
270.58978,643,750.356777
311.37036,537,751.068625
270.67987,643,752.111889
203.62938,573,752.533122
294.13962,679,753.347994
273.67065,449,754.314689
264.77014,577,754.435102
278.1604,503,754.616028
273.8896,573,755.421416
263.3897,563,756.092969
273.9202,457,756.214156
256.97983,497,756.986506
196.29918,497,757.804882
257.80984,505,758.827139
177.63954,507,758.95931
196.28918,497,759.052431
255.69992,481,760.454411
264.3596,577,760.520479
197.4392,507,761.46646
211.33864,661,761.935497
264.71954,583,762.985148
257.23984,499,763.399508
270.25934,643,764.541615
255.56992,481,764.802683
431.83972,763,765.835848
210.11877,645,766.202625
232.02002,549,766.366079
329.04993,625,767.536977
239.13977,521,767.639103
315.73035,585,768.628819
257.73987,505,769.096888
270.79944,539,769.657764
286.52017,485,770.20577
257.29004,497,770.669699
276.81042,489,770.763889
277.96054,497,772.075263
229.09969,521,773.269193
196.3492,497,774.043894
279.69894,749,774.194303
276.55972,597,774.372566
253.38022,451,774.751749
274.52914,691,776.339662
276.76974,709,776.96779
270.58978,643,777.789812
165.6391,491,778.432753
274.75955,583,778.468983
342.80038,553,779.125867
178.79953,519,779.372666
294.0997,681,780.433987
215.82977,485,780.642762
251.63968,547,781.830923
260.74973,537,782.555186
276.15045,481,782.735758
257.05984,497,782.842065
273.91962,573,784.242152
285.49008,585,784.601284
309.13046,513,785.025854
276.08044,481,786.852445
257.43985,501,787.213103
279.65894,749,787.335262
257.72983,505,787.364292
214.71844,701,788.091102
256.9598,497,789.085872
257.05988,497,789.516414
270.28934,643,790.034254
258.50006,507,791.414517
318.88068,507,791.76669
277.56036,497,791.800111
257.3399,497,791.830183
257.36023,497,792.55769
257.08987,497,793.89939
314.73044,573,794.153556
255.5599,481,794.280193
245.5199,481,796.09362
213.76942,573,796.885327
314.52026,573,796.942055
311.50052,537,797.369802
217.29881,725,797.896769
257.06995,497,798.368171
242.57019,549,799.070622
270.6798,643,800.043052
276.45044,485,801.287071
278.14005,503,801.855175
306.5702,485,802.226091
297.34924,717,802.501967
270.1894,643,802.636518
256.9598,497,802.809449
291.35056,425,802.883026
178.80952,519,804.685145
297.98053,499,805.721612
205.8704,473,806.091731
273.05023,447,806.23597
306.53052,481,807.195281
257.15997,497,807.272362
264.21957,577,807.811505
205.46881,599,807.877627
208.28877,627,810.343667
259.2898,521,810.453525
258.08984,507,810.67461
260.6097,537,812.030929
196.69917,501,812.324952
274.76956,583,812.524768
283.1688,787,813.311799
267.70023,607,813.346423
257.20984,499,814.835304
196.66922,499,814.945817
276.16046,481,815.004876
196.63925,497,816.498865
269.34982,521,817.185291
261.7997,549,817.249682
200.10909,537,818.116328
230.41965,535,818.129842
199.99905,537,819.585088
202.65894,567,819.959264
294.77884,801,822.135252
254.15002,463,822.273402
210.80872,653,822.344503
285.56006,585,822.442402
256.96985,497,822.638257
270.25934,643,823.071442
273.02023,447,824.055575
257.04987,497,824.128846
165.6691,491,826.720459
269.79028,521,827.038045
196.29918,497,827.068574
231.61958,549,827.109113
253.8696,573,828.171869
257.20984,499,828.573689
251.23953,539,828.858245
217.28882,725,828.950861
273.06024,447,831.02203
273.12027,447,831.055095
300.3504,527,831.424997
256.9898,497,831.543662
247.05981,497,832.607259
257.02985,497,833.28385
257.05984,497,833.378422
249.3493,635,834.213289
227.78972,507,835.552923
246.42001,485,835.725452
149.66902,531,836.245314
214.30948,469,836.75705
374.1096,679,837.112069
304.0203,457,837.488315
282.2002,549,838.224473
217.37938,503,838.759215
198.95956,521,840.263095
280.3404,527,840.489272
279.6803,521,841.459661
311.42,539,841.907521
263.5897,569,842.536675
417.05957,711,842.617378
229.50012,521,842.835644
165.6391,491,843.109602
256.99985,497,844.904687
242.21008,549,845.142911
310.5604,527,846.147502
257.83994,505,846.406856
256.97986,497,846.970622
208.50963,515,847.434252
276.50967,597,847.952546
428.7003,617,848.624861
256.31958,489,849.284827
257.10995,497,849.595017
254.59055,463,850.300927
257.03986,497,850.85477
256.97983,497,851.888107
236.48965,597,852.310257
297.50015,499,852.411037
257.2799,499,853.78707
196.33919,497,854.097138
270.17935,643,854.509424
258.01993,505,854.939557
260.99005,537,855.779499
247.12979,499,856.467397
194.08936,469,856.629802
196.9692,503,857.028107
196.6092,499,858.263316
193.92932,469,859.119696
269.50946,631,859.772652
267.41946,611,859.958548
261.92966,551,860.808953
248.86987,513,861.317886
274.0096,573,861.691818
207.48878,619,862.654816
271.4197,545,863.248638
284.42014,573,864.294753
196.48923,497,864.45778
274.3197,573,864.995803
196.31918,497,865.237072
257.7502,497,866.179265
274.81958,583,866.571001
254.09995,465,867.472581
281.24036,537,867.512121
197.46921,507,869.058202
257.44995,497,869.470526
270.23932,643,870.103302
322.45035,549,870.168246
196.51923,497,870.599481
196.33919,497,871.028715
196.3692,497,871.924316
236.38004,485,873.781744
304.99066,573,874.154358
304.50928,797,874.582582
197.05916,505,874.598591
248.00983,507,874.679716
196.46918,499,875.033393
258.12006,507,875.576759
270.2294,643,877.668029
254.15009,463,878.875642
284.36008,573,878.962671
196.29918,497,879.099506
244.50967,469,879.294876
231.11972,539,879.486512
189.89905,643,879.959639
257.8998,507,880.09494
333.11032,557,882.706067
276.68048,485,883.245928
196.3492,497,883.768941
281.5305,537,883.928888
257.03986,497,884.433831
314.51022,573,884.665271
270.40942,643,884.771421
284.72006,577,885.320101
202.3796,447,887.773463
205.15977,585,887.939298
221.50952,549,888.832588
242.06006,549,889.328702
241.6596,549,889.527133
231.59958,549,889.633279
217.29881,725,889.715385
252.26025,549,890.166359
177.63954,507,892.324644
231.10971,539,892.774621
306.01038,477,893.640652
263.79007,457,893.768837
261.12018,537,894.370302
270.1293,643,894.622825
273.8596,573,894.89414
275.0796,585,895.452761
257.0399,497,896.780476
226.86974,497,898.217903
270.44955,643,898.529172
274.84958,583,898.85307
257.02985,497,899.054203
310.38037,527,899.084737
257.09995,497,899.325082
312.34027,549,900.353579
203.61937,573,901.888201
310.33035,527,903.211933
270.20938,643,903.931295
314.4802,573,904.423216
186.27925,601,904.435226
210.11877,645,904.595384
257.00986,497,904.78323
275.29922,699,905.284566
273.8896,573,906.977215
264.72955,583,908.377666
260.82983,537,908.694716
196.40921,497,908.825446
257.18002,497,908.838464
196.3292,497,909.000591
257.44995,497,909.712585
264.9199,581,909.968873
197.46921,507,911.508654
197.12927,501,912.86894
257.10986,497,913.273682
278.0505,501,913.320769
197.16924,503,913.503699
274.06964,573,913.822887
245.62991,481,913.987776
257.19003,497,914.374784
257.08987,497,915.902761
254.45001,465,917.461536
199.90904,537,917.652779
259.1098,519,918.121798
197.19914,507,918.331586
196.28918,497,918.418217
274.84958,583,918.472289
257.17987,497,918.807365
314.5202,573,921.009158
280.44037,527,922.128795
257.03986,497,922.522569
257.05988,497,922.727475
274.8596,583,922.811309
278.4904,507,922.953004
281.49057,537,923.168318
271.3096,539,923.571364
259.6403,519,925.710721
260.6197,537,927.004203
257.41983,501,927.082521
304.28055,457,927.134608
196.3292,497,927.279945
265.38962,479,927.562611
204.1789,583,928.132626
257.41986,501,928.173674
225.68987,481,930.014565
276.73047,485,931.354871
257.02985,497,931.708921
271.68967,549,932.456949
270.29935,643,932.879769
284.40012,573,933.266602
412.7697,663,934.030127
353.299,783,934.079028
336.9397,601,935.41887
557.15924,597,936.70353
242.54944,561,936.739767
350.4403,529,937.227319
109.508575,531,937.670024
149.70909,531,938.816522
498.9188,619,938.838056
555.5493,579,939.318719
292.66928,667,941.373108
255.5299,481,941.501652
191.39941,549,941.61856
282.35034,549,941.657396
333.61975,569,942.771788
184.21938,469,943.51091
149.70909,531,943.597598
242.09006,549,943.777627
187.25925,503,946.16797
230.6493,539,946.526835
235.26988,585,946.785077
297.37927,717,947.830757
217.36935,503,948.04022
556.7792,593,948.106866
200.33969,531,948.548005
347.15005,603,949.005803
214.3095,469,950.70632
269.65027,521,950.817176
255.90942,597,952.120964
229.09973,521,952.741143
261.08017,537,952.825253
354.59033,573,952.959438
241.3501,541,953.376506
334.15973,575,954.14854
139.60898,531,955.567438
270.29944,643,956.450696
188.87952,521,956.763934
227.11981,499,957.271365
286.66013,597,958.260407
270.14932,643,959.110649
580.8839,749,959.431409
285.4487,703,960.395797
232.02003,549,960.450848
224.35953,469,960.631744
109.508575,531,961.501651
506.44052,591,962.528518
499.66257,627,964.98403
378.6698,729,965.580888
367.27924,827,965.637984
466.72983,601,965.751115
274.52988,577,965.776155
333.58997,673,966.447111
284.91992,581,966.66908
460.34018,529,970.441849
273.13998,561,970.553256
276.269,601,971.10965
275.61896,705,971.310441
963.6836,1005,971.52361
252.32877,669,971.640353
259.16934,629,972.087171
350.06998,635,972.366352
530.99005,529,975.804906
458.13956,615,975.950774
218.64966,517,976.090156
344.13022,569,976.379553
268.05002,503,976.564596
295.0192,693,976.799459
266.929,609,977.069646
505.64108,579,977.530676
109.05849,531,980.718062
150.11948,531,981.107039
275.94943,597,981.1689
109.508575,531,981.293085
350.92007,643,981.885209
210.87956,541,981.917709
324.97034,577,981.974307
254.94955,585,982.76155
139.60904,531,985.448148
190.5192,539,985.899205
258.94977,519,985.899205
233.71948,573,986.256215
149.65903,531,986.650238
203.61937,573,986.965262
220.80956,541,987.527887
217.29881,725,988.278392
224.81998,469,990.059269
284.3701,573,990.965679
219.03964,521,991.248037
186.8996,499,991.374529
316.17914,705,991.675782
285.68027,475,992.53369
553.22107,665,993.472869
279.47803,859,993.924857
234.91005,469,994.27582
221.50952,549,995.914945
200.73927,539,996.23063
289.11047,513,996.301863
297.37927,717,997.680201
558.0194,607,997.939748
295.52014,585,998.669061
217.36935,503,998.738639
285.5101,585,999.115046
271.7097,549,1000.747159
229.26942,523,1000.911168
193.28949,457,1001.956493
280.15942,749,1002.836748
317.1501,603,1002.993208
329.26062,513,1003.18108
300.5404,529,1003.400071
235.3199,585,1004.329635
274.28055,457,1006.093529
305.6202,585,1006.177672
217.29881,725,1007.245614
311.43002,539,1007.839496
332.00983,551,1008.134885
418.39038,613,1008.433486
197.0998,499,1008.889714
270.11932,643,1009.293676
229.12975,521,1010.903026
270.1093,643,1011.890179
267.1399,497,1012.354792
311.34042,537,1012.999538
189.83904,643,1013.04759
256.96985,497,1013.319172
224.85002,469,1013.479345
203.71939,573,1013.579354
256.96985,497,1016.393131
210.13878,645,1016.702062
620.1095,629,1018.005101
284.3701,573,1018.165367
242.07004,549,1018.380355
212.03947,555,1018.533148
270.1894,643,1018.840261
270.1093,643,1019.072176
292.9702,557,1021.339055
241.20975,539,1021.489136
245.62009,475,1022.415643
139.609,531,1022.761782
188.87952,521,1023.035146
285.6702,475,1023.081724
279.7003,521,1023.190874
200.69923,539,1023.911435
165.6391,491,1025.866767
211.63965,549,1026.225282
201.00931,539,1027.189432
186.90959,499,1027.451216
201.03932,539,1027.531927
231.10971,539,1027.948744
285.99954,593,1028.316828
210.61926,539,1028.625968
285.7203,475,1030.409934
230.65932,539,1030.614506
326.61026,485,1031.737192
272.15015,549,1032.04092
231.10973,539,1032.2997
255.5499,481,1032.579546
363.48035,561,1032.914038
332.43042,549,1033.496507
271.26956,539,1035.15206
98.998474,531,1035.285689
252.12009,549,1037.440343
499.62106,627,1037.596597
139.609,531,1038.20132
340.92944,757,1038.449162
260.1494,745,1038.895684
334.6896,685,1038.987815
231.11974,539,1039.980683
149.68909,531,1040.051264
306.5402,485,1041.746573
279.01038,513,1042.150707
279.84045,521,1042.833495
190.32945,537,1043.209973
279.77036,521,1043.640919
246.54034,481,1044.316965
270.16934,643,1044.628774
205.14978,585,1045.17521
234.79941,585,1046.936026
257.8698,507,1047.336182
209.51958,527,1048.289083
234.88004,469,1048.456887
304.51926,797,1049.217315
337.72055,497,1049.557314
297.32922,717,1049.571333
233.62962,567,1049.630403
370.28012,525,1051.619184
191.39941,549,1052.215528
271.6797,549,1053.162689
149.65903,531,1053.94018
309.08044,513,1054.136641
249.6297,527,1054.257802
217.32883,725,1054.905365
321.65988,653,1055.452153
234.87003,469,1055.778691
234.87001,469,1056.385255
242.09009,549,1058.113807
256.9298,497,1058.424946
348.39032,503,1058.671681
258.09003,507,1058.825428
273.41043,449,1059.504774
194.26942,469,1060.00327
308.11957,619,1060.458319
196.83916,503,1060.901022
257.00986,497,1062.500852
257.26004,497,1062.809892
165.64911,491,1063.004195
176.37915,497,1063.213998
196.88918,503,1063.954259
259.52026,519,1064.62994
257.05984,497,1064.89502
234.90987,475,1065.159284
257.01987,497,1067.007651
255.56992,481,1067.161139
165.69911,491,1067.431328
255.56992,481,1067.547267
257.04987,497,1068.502244
190.40947,537,1069.506373
255.62997,481,1069.526553
260.95004,537,1069.77291
255.60992,481,1071.788375
260.61975,537,1072.008474
315.59018,585,1072.262175
240.52924,647,1073.369762
274.2797,573,1073.586456
186.35918,497,1073.911551
257.04987,497,1074.175988
149.66902,531,1074.235569
258.8998,517,1076.607674
240.45923,647,1078.009889
196.82916,503,1078.070276
196.31918,497,1078.350817
264.22958,577,1078.520304
177.62955,507,1078.760281
304.55927,797,1078.888788
279.65894,749,1080.867337
256.5599,491,1080.986477
194.33931,473,1082.259157
197.2392,505,1082.598863
196.93918,503,1082.862228
196.3692,497,1083.212153
197.09917,505,1083.411516
282.2298,767,1085.406877
257.62985,503,1085.514858
260.87976,537,1087.183325
215.08853,701,1087.279652
202.52907,561,1087.733373
258.73032,509,1087.878698
197.43915,509,1088.069675
209.01869,637,1088.609422
257.2499,497,1089.814459
275.30914,699,1091.334683
249.94983,525,1091.515088
196.42921,497,1091.719755
257.47003,497,1091.86666
210.80872,653,1092.522392
205.83888,599,1092.893771
257.62994,499,1093.848153
214.89848,701,1094.214834
196.33919,497,1095.479685
245.62991,481,1095.541789
272.57928,667,1096.690929
213.68864,685,1097.451345
204.68898,585,1097.692537
213.97906,683,1098.187262
198.9292,521,1098.257767
204.68898,585,1099.268193
204.50897,583,1100.680161
257.44995,497,1101.222812
211.1487,657,1101.41598
197.08917,505,1102.688262
202.88905,565,1102.715307
269.14948,627,1103.033046
245.76996,481,1103.498278
209.53879,639,1103.824895
263.9296,573,1105.684732
251.29956,539,1105.932568
249.77979,527,1106.022874
246.08987,487,1106.918152
260.82986,537,1107.656844
196.3292,497,1107.714001
241.59964,655,1108.346727
293.08035,553,1108.56265
257.0199,497,1109.780575
275.1096,585,1110.702944
211.50859,665,1111.403737
254.26999,465,1111.464815
196.48923,497,1112.278978
260.9601,533,1112.740422
277.36908,721,1113.426836
196.48923,497,1113.712067
292.4089,885,1113.999587
255.87991,483,1114.503414
325.7905,583,1116.236016
257.00986,497,1116.490362
256.9498,497,1117.021398
270.44043,417,1117.781548
256.96985,497,1117.850165
279.819,749,1117.871191
274.80957,583,1118.979117
233.24918,567,1119.760013
257.18,497,1120.902473
196.3692,497,1121.723475
196.6092,499,1122.430683
272.16934,663,1122.704525
207.0789,611,1123.609414
197.05916,505,1123.760716
309.88077,517,1124.764036
200.05907,537,1126.074598
196.76929,497,1126.469637
194.45934,473,1126.95387
303.0281,1007,1127.353051
196.76929,497,1128.400276
209.73871,643,1128.743907
202.88905,565,1128.869868
274.43912,691,1131.042152
266.4496,597,1131.435077
196.89922,501,1131.487909
196.59924,497,1131.843473
266.62958,599,1131.867614
197.2092,505,1132.919157
194.45934,473,1133.097019
260.64972,537,1133.541432
163.1291,461,1135.122462
197.76923,509,1135.979148
262.1297,551,1136.287325
196.85916,503,1136.287325
258.02985,507,1136.311347
209.0487,637,1138.523602
208.6488,629,1138.635553
267.66953,611,1138.912816
263.5697,565,1140.033574
196.76929,497,1140.304745
195.68933,485,1140.536967
257.23993,497,1140.628829
239.62994,517,1140.802982
196.94928,499,1142.899979
163.1291,461,1142.9551
203.18901,569,1143.605741
196.3792,497,1144.403234
256.96985,497,1144.979258
257.00986,497,1145.15241
210.80872,653,1146.012027
270.22943,643,1146.15431
196.55919,499,1147.271027
278.58038,507,1147.29137
196.3292,497,1147.921689
247.11984,497,1149.492887
284.9501,577,1150.008524
266.9498,497,1150.358089
273.84958,573,1151.153706
304.5893,797,1151.338264
337.6805,497,1151.61524
284.3901,573,1152.318274
332.91034,555,1152.793423
229.02966,521,1154.569046
149.71902,531,1155.013638
297.32922,717,1155.773619
176.22913,497,1155.993306
270.80945,539,1156.084847
203.60938,573,1156.201551
229.09972,521,1156.948745
314.47018,573,1157.952714
242.13013,549,1159.553013
231.54956,549,1159.998358
217.36937,503,1160.34745
233.16916,567,1161.115191
305.13025,469,1161.155245
203.61937,573,1161.262883
552.33875,545,1162.733718
304.51926,797,1163.326146
232.01001,549,1164.783695
218.98962,521,1164.89511
189.83904,643,1165.173446
217.0197,499,1165.476176
109.05849,531,1165.788701
213.65941,573,1166.251204
109.508575,531,1167.380291
224.80997,469,1167.428336
214.30948,469,1168.918632
217.36935,503,1169.315359
241.21982,539,1169.908505
232.02,549,1170.306344
252.1401,549,1170.62009
232.02002,549,1171.095904
249.26974,523,1172.017389
220.59927,539,1172.114371
292.3003,549,1173.71199
268.04,503,1174.692735
349.82993,633,1174.846824
218.99962,521,1175.167816
364.1995,681,1175.861112
534.8617,577,1176.133082
98.99847,531,1176.656084
275.94907,597,1177.323246
279.6703,521,1178.233059
224.80997,469,1179.219074
119.53859,531,1179.440619
371.29077,533,1181.294622
1050.7179,631,1181.352253
538.6001,607,1181.417465
249.33044,409,1181.819172
492.47025,869,1182.27905
477.81012,705,1183.494739
287.18057,487,1183.524779
372.6,659,1185.206662
212.86987,453,1185.29028
84.648636,483,1185.499949
173.82938,465,1186.321424
944.7798,569,1186.766463
186.34007,381,1186.812189
215.33026,475,1187.600654
286.3787,713,1187.618671
188.87965,409,1189.836713
230.46931,537,1189.84773
360.96976,537,1190.14395
865.26215,473,1190.884499
283.01016,451,1191.479061
84.648636,483,1191.818687
879.78375,633,1192.275122
84.648636,483,1194.061854
278.1599,509,1194.277843
486.94885,1041,1194.329419
84.648636,483,1194.358964
352.68042,445,1194.781651
206.11919,491,1196.527277
950.13,629,1197.282099
550.3913,835,1198.76851
413.65082,553,1199.145064
455.53088,577,1199.381163
550.42975,627,1199.729301
391.75967,653,1199.741807
718.2727,711,1200.938602
307.0205,597,1201.685665
558.2495,609,1202.586207
252.1596,555,1204.022626
307.78958,615,1204.170763
309.12048,513,1204.259404
518.4507,613,1204.761506
234.86002,469,1205.098529
297.52945,717,1206.029264
232.03001,549,1206.54385
211.05934,539,1207.329674
337.8407,497,1208.521568
260.73987,537,1209.091704
337.9408,497,1209.251788
257.04987,497,1209.579115
210.1688,645,1209.938101
256.98984,497,1211.021132
274.42017,573,1211.16326
257.90982,507,1211.861579
284.57028,573,1213.438153
285.63016,475,1213.659888
201.00931,539,1213.730865
311.49005,539,1214.578412
270.42038,417,1214.607004
304.5493,797,1216.165543
139.60904,531,1216.487103
235.01004,469,1217.536849
304.5693,797,1218.068642
242.06006,549,1218.512706
205.2198,585,1218.755374
337.78064,497,1218.940496
200.54921,539,1219.292398
234.2401,465,1220.190481
273.96066,451,1222.378787
374.32043,569,1222.426109
190.34946,537,1222.675674
314.31058,457,1222.856753
304.50928,797,1223.357856
250.82947,539,1223.918708
273.9202,457,1224.110749
365.41992,693,1224.73575
226.85973,497,1226.763026
309.96054,521,1227.399039
936.1387,591,1227.825032
210.2588,645,1228.014689
277.64038,497,1228.446287
273.07025,447,1228.63622
273.9096,573,1228.910018
270.2694,643,1228.950255
279.86032,521,1231.286255
234.44955,469,1231.908453
249.81985,523,1231.953972
243.81952,573,1233.026858
231.10973,539,1233.627844
314.47018,573,1233.647866
189.83904,643,1234.547372
304.52927,797,1235.377183
279.82037,521,1235.823082
263.4397,457,1235.932143
176.27913,497,1236.236135
257.02988,497,1237.301462
270.92957,539,1238.265213
203.61937,573,1238.576015
235.01018,469,1238.597541
278.1104,503,1240.263693
224.41954,469,1240.274703
235.72989,589,1240.904753
210.2588,645,1240.943298
258.5098,513,1241.743766
337.70056,497,1242.90878
261.6197,547,1243.018419
273.84958,573,1243.565048
257.07983,497,1244.596113
257.34982,501,1244.641088
234.94003,469,1245.000432
186.49936,491,1245.22522
241.6597,549,1246.508901
310.50052,417,1246.630206
201.43945,549,1247.676182
296.9102,489,1247.798666
256.99985,497,1248.926428
615.55865,577,1249.651584
231.29964,545,1249.957314
284.4301,573,1249.978341
224.83997,469,1250.719607
225.91954,485,1250.740637
196.28918,497,1251.993431
257.12994,497,1252.117134
273.9102,457,1253.605554
274.80957,583,1253.955863
257.02988,497,1254.251696
257.1299,497,1254.275227
192.72995,447,1254.580786
177.60954,507,1255.158901
176.24913,497,1256.331746
220.78957,541,1256.834812
217.35934,503,1258.39775
344.06018,569,1258.632417
231.57957,549,1259.149702
187.61957,507,1259.620988
330.87933,651,1260.017895
189.4286,643,1260.243906
243.7995,573,1261.794004
217.30882,725,1262.552078
256.99988,497,1262.793805
274.80957,583,1263.268351
190.33946,537,1263.536095
309.17047,513,1263.804747
277.5204,497,1264.044225
240.51926,647,1265.592283
247.0199,497,1267.021493
189.85905,643,1267.213884
205.16978,585,1267.534577
196.48923,497,1267.871448
196.64917,501,1268.478739
317.9398,611,1268.588525
270.19937,643,1269.483887
165.85915,491,1269.984708
227.7697,507,1271.53768
261.93967,551,1272.10794
260.98004,537,1272.305855
261.32043,537,1272.646981
257.4199,499,1272.919047
261.30966,545,1273.434751
306.1309,473,1273.676873
197.22916,507,1274.455082
197.55922,507,1277.908102
279.88953,741,1278.098992
274.0392,683,1278.166533
211.9986,669,1278.243122
267.27942,611,1278.333936
213.85849,691,1278.777104
258.05984,507,1278.971968
268.63974,619,1279.171069
196.3292,497,1282.72466
193.77928,469,1283.00796
264.22012,569,1283.04902
204.02892,581,1283.340276
196.94928,499,1283.660685
277.06915,715,1284.738558
271.41986,647,1284.768589
231.32796,881,1286.03502
257.06982,497,1287.410873
260.4397,535,1287.435414
261.01,537,1288.055488
270.18933,643,1288.661864
256.98984,497,1289.097564
207.82881,621,1289.110082
200.06908,537,1289.474819
272.61975,555,1292.313836
249.86978,527,1292.710901
281.56897,765,1292.78726
196.92923,501,1293.095901
193.4193,465,1293.230056
211.34865,661,1293.277962
196.31918,497,1293.511896
196.29918,497,1293.891494
261.12006,537,1297.093348
256.98984,497,1297.140589
259.24982,519,1297.407003
257.05984,497,1297.524303
176.23912,497,1297.659103
259.21982,519,1298.125076
249.62936,635,1299.52527
304.5493,797,1300.344394
176.40912,499,1301.50872
177.59953,507,1301.624398
261.4101,541,1302.250825
260.77985,537,1302.463577
270.21936,643,1303.260566
270.2194,643,1303.868548
263.21976,563,1304.557602
257.26996,497,1304.797765
196.35919,497,1305.941833
247.59985,503,1306.67932
268.2896,617,1307.113
260.61975,537,1307.186013
194.16928,473,1308.722798
191.28864,659,1309.07482
205.87889,599,1309.144975
209.72876,641,1310.442483
259.0798,519,1310.525467
197.2392,505,1311.609641
207.92885,621,1312.193105
204.02892,581,1312.352863
194.24934,471,1312.914371
196.83916,503,1313.58157
196.31918,497,1313.606111
196.54924,497,1314.992604
264.95972,583,1315.670381
269.34982,521,1316.282634
196.53918,499,1316.830402
264.29962,577,1317.364562
257.19983,499,1317.401604
257.3199,499,1318.036492
259.3198,521,1318.250422
264.23965,573,1320.08808
257.13986,497,1320.101595
196.75919,501,1320.708297
196.3692,497,1321.21731
196.3992,497,1321.777651
197.2192,505,1322.715803
268.24957,617,1322.870063
205.53882,599,1323.344769
196.28918,497,1324.52513
257.05984,497,1324.53781
186.56917,499,1325.682938
275.04962,583,1325.909913
257.5299,499,1326.209216
255.72989,483,1327.153902
308.5805,505,1327.200966
196.29918,497,1327.770906
256.97983,497,1328.916421
204.1889,583,1329.668076
279.7503,521,1330.50417
204.1789,583,1331.330727
210.66864,655,1331.439552
261.75977,545,1331.945598
258.06015,505,1332.183694
270.23932,643,1332.855552
255.16995,475,1333.087781
268.96948,625,1335.169456
196.04932,489,1335.762564
197.06917,505,1335.803615
275.34937,695,1336.649931
250.4898,531,1336.670955
260.67972,537,1337.840696
207.92885,621,1338.354401
285.9389,813,1339.369519
196.3292,497,1340.198117
199.92905,537,1340.51991
260.6698,537,1341.397422
263.12973,563,1341.610229
254.59036,465,1341.953166
283.5488,791,1342.168481
261.74973,547,1343.221729
193.52933,465,1344.683223
209.01869,637,1345.06519
211.15869,657,1346.190072
204.68901,585,1346.756346
201.59895,553,1347.039704
198.92921,521,1347.990135
220.32823,763,1349.094568
97.91851,519,1349.400125
195.87923,489,1349.523659
300.97867,975,1350.406511
245.5799,481,1350.436539
274.14056,455,1352.016676
273.95972,569,1352.074759
211.40866,661,1352.619484
241.45007,433,1354.284613
244.23993,467,1354.561355
285.7802,585,1354.709551
214.69844,701,1355.34146
211.77855,669,1355.361998
296.94983,497,1356.451989
229.45969,523,1356.740061
257.05984,497,1357.052962
304.01028,457,1358.774736
209.65944,523,1358.932602
270.21942,643,1360.248296
303.66977,569,1360.355783
310.0201,523,1361.05161
265.18002,583,1362.174185
304.5593,797,1362.437556
275.21912,699,1362.939795
286.5402,485,1363.100343
312.96036,555,1363.88759
313.22043,557,1365.230824
270.14935,643,1366.087482
262.94995,449,1366.198496
239.17929,633,1366.702759
245.5899,481,1367.348944
276.49966,597,1367.708961
257.56985,503,1368.313012
196.3792,497,1369.610719
304.5893,797,1370.005932
197.07916,505,1370.569977
199.91904,537,1371.461255
205.90886,601,1371.526321
199.91904,537,1372.116792
257.68982,505,1372.201413
263.4197,457,1374.040784
272.35928,665,1374.224753
265.44977,585,1374.855082
203.70894,577,1375.697986
196.67917,501,1375.98039
193.63934,465,1376.333943
