#{"t_start": 1761360662.7164114, "env_id": "None"}
r,l,t
314.4802,573,1376.554324
258.86978,517,1376.712302
258.02985,507,1379.799263
238.3194,619,1380.024912
270.15933,643,1380.406445
273.74063,449,1380.430965
200.11908,537,1380.92047
196.84917,503,1381.478431
338.13058,501,1381.618539
273.32968,673,1382.783692
196.35919,497,1384.172672
257.54984,503,1384.441601
258.27994,509,1384.877299
257.94986,507,1385.382469
264.74954,583,1385.560625
197.00916,505,1385.9188
257.21985,499,1386.004494
210.80872,653,1388.454828
197.20915,507,1388.596069
196.86917,503,1388.835794
257.05984,497,1389.212106
196.56924,497,1389.705105
197.07925,501,1389.917019
254.08005,463,1390.031512
257.00986,497,1392.843415
304.6793,797,1392.909998
256.97983,497,1393.225538
196.65916,501,1393.644447
286.03015,587,1393.779091
257.00986,497,1394.103596
197.70921,509,1394.413195
257.05984,497,1394.427603
260.1602,417,1396.517787
258.05984,507,1398.100556
277.6404,497,1398.461324
272.76938,669,1398.776992
418.08026,611,1399.131546
242.42014,549,1399.228469
287.97903,729,1399.611452
270.29935,643,1400.065373
194.71988,469,1402.519577
229.11974,521,1402.608473
255.72989,483,1402.955227
246.45987,491,1403.376832
177.58954,507,1403.619907
237.91989,503,1403.968747
255.26047,471,1404.134394
362.73822,999,1405.210969
186.29916,497,1407.363538
273.8396,573,1407.674754
205.16978,585,1407.693776
217.02971,499,1407.812549
186.8996,499,1408.387364
312.30026,549,1408.98669
410.30017,635,1409.232365
296.8696,601,1410.513061
315.77002,589,1412.84131
352.08994,657,1413.122207
518.4407,613,1413.850534
235.49835,711,1414.595505
464.03998,571,1414.67449
342.62024,553,1414.759131
273.82904,685,1415.081985
470.81964,647,1416.866784
223.7093,575,1418.580667
204.93993,473,1418.783909
269.18933,633,1419.44756
472.3496,663,1419.654617
267.3793,613,1420.100681
248.87885,631,1420.334897
303.01923,781,1421.968266
252.97867,677,1422.849144
490.89035,529,1423.236155
297.1399,605,1424.082964
201.44946,549,1424.252873
309.9,523,1424.909094
265.58865,705,1425.846156
286.24924,709,1426.342359
217.29866,619,1427.429029
311.1299,537,1428.000535
271.7791,663,1428.735869
139.60904,531,1428.871585
221.51953,549,1429.858677
311.09988,537,1430.685324
324.9896,585,1431.595949
204.75992,469,1431.660508
287.7781,841,1431.797044
282.1902,549,1433.695522
261.62,545,1433.75158
292.4893,665,1434.001535
139.60898,531,1434.610537
224.35953,469,1435.845762
184.19937,469,1435.92185
323.8997,679,1436.838366
565.15955,573,1437.019679
272.19016,549,1439.04821
359.9497,633,1439.551861
410.99014,643,1439.69629
354.1703,569,1439.904971
505.621,579,1441.228928
366.75024,597,1442.283032
297.4794,717,1442.405148
389.86014,631,1442.75704
255.5299,481,1444.168944
309.8501,521,1444.320288
261.77966,549,1444.446181
291.28983,649,1444.878835
255.5299,481,1445.505198
199.39001,521,1447.357398
270.22934,643,1447.965452
210.08878,645,1448.102753
278.47037,507,1448.659495
257.01984,497,1448.719661
149.65907,531,1449.129941
274.75955,583,1450.021164
274.8596,583,1450.659493
256.96985,497,1451.77786
196.30919,497,1453.082741
257.01984,497,1453.141304
304.52026,573,1453.214325
227.22972,501,1453.585653
325.50992,691,1454.11006
176.21912,497,1455.063031
317.17007,603,1455.367756
274.73956,583,1456.914314
298.5599,513,1457.578272
176.37915,497,1457.972394
242.21008,549,1457.996933
364.21948,681,1459.233521
277.49033,497,1459.769673
270.1393,643,1459.80174
236.51962,597,1460.360062
191.41942,549,1461.777951
139.60898,531,1462.288645
377.2902,603,1463.259272
559.93933,627,1463.487543
109.05849,531,1463.873652
488.7503,617,1465.21597
295.0192,693,1465.901621
255.82852,709,1466.591605
168.519,523,1466.904789
244.91003,469,1467.641782
285.1387,699,1467.93356
269.80917,641,1468.904626
264.76938,585,1469.032179
139.60898,531,1471.349331
263.46915,677,1471.936211
265.19,583,1472.114224
139.60898,531,1472.707655
233.22917,567,1472.730679
269.96805,865,1472.918922
241.14975,539,1473.766879
98.99847,531,1473.821717
242.52975,447,1476.086474
291.47,539,1476.132035
250.30014,419,1476.754368
303.82065,451,1476.838895
251.34991,539,1477.622558
273.9202,457,1477.993501
436.3998,701,1478.270775
305.0098,583,1479.057113
257.04987,497,1480.613551
299.58057,513,1480.800451
257.1999,497,1481.168031
256.96985,497,1481.25268
259.05978,519,1482.238683
280.31033,527,1482.945543
284.40012,573,1483.07047
256.96985,497,1483.461703
263.3997,457,1484.676257
210.11877,645,1486.542665
321.6899,653,1486.966048
271.7397,549,1487.836293
304.5493,797,1488.311342
404.31042,569,1488.523345
270.6198,643,1488.789899
256.28958,489,1489.012643
304.59927,797,1489.298172
314.5002,573,1491.59379
271.6797,549,1492.698838
271.6797,549,1493.178109
354.65033,573,1493.600023
332.0804,545,1493.624047
431.95978,763,1493.722301
355.5303,583,1494.178786
234.85945,585,1494.485568
552.23914,543,1496.39981
194.30943,469,1497.713289
194.79941,475,1497.886704
508.3096,609,1498.056468
204.87946,475,1498.344257
543.4541,673,1499.120792
295.52997,587,1499.673306
282.24838,779,1500.481989
335.07968,585,1501.542406
204.30946,469,1501.847041
445.9598,593,1503.113896
282.1902,549,1503.953994
490.84036,529,1504.326099
273.37875,681,1504.372314
307.23947,717,1504.401844
149.70903,531,1505.219497
149.66908,531,1506.280881
241.3601,541,1506.671076
239.17978,521,1507.76119
256.96985,497,1508.853082
304.08975,569,1509.053061
252.14014,549,1509.297061
330.87933,651,1510.145113
245.76929,597,1510.509969
231.11974,539,1511.099741
139.60904,531,1511.427347
367.43018,605,1513.158001
291.39996,539,1514.064875
276.33984,597,1514.146482
244.97006,469,1514.686463
139.60898,531,1514.866877
217.28882,725,1515.495268
217.36935,503,1515.572763
201.44946,549,1516.286509
279.33032,517,1517.725631
309.06042,513,1518.684066
230.47961,537,1518.817661
240.25012,529,1519.362792
285.74033,475,1519.677072
273.09027,447,1520.238791
241.18976,539,1520.320824
438.54953,727,1521.289998
226.27951,489,1522.054021
256.9598,497,1523.190885
196.30919,497,1523.723467
274.74954,583,1523.812386
257.09988,497,1524.041885
279.70032,521,1524.799583
261.07016,537,1525.017375
186.27916,497,1525.62743
293.77057,451,1527.745188
294.14963,679,1527.986217
233.72914,573,1528.207491
327.27014,603,1529.044792
256.99985,497,1529.199868
291.28983,649,1529.768331
179.949,537,1529.768331
307.40067,489,1529.969531
196.94928,499,1532.646627
196.94928,499,1533.464147
210.80872,653,1533.573691
257.8999,503,1533.654947
287.09918,715,1534.363001
298.20013,503,1534.422744
269.14948,627,1535.308631
209.0387,637,1535.397725
256.97983,497,1537.07797
240.16019,417,1537.289785
255.5499,481,1537.75271
257.02988,497,1538.804831
235.01945,585,1538.875158
280.3003,527,1539.135299
263.4197,457,1539.49693
257.68982,505,1539.828324
274.30045,457,1541.129026
250.06976,531,1541.97713
264.74005,577,1542.881088
260.8498,537,1543.568257
199.89903,537,1543.888267
257.55005,501,1544.279351
205.4788,599,1544.799257
268.2199,507,1545.623719
283.52884,791,1545.909851
196.3292,497,1546.436768
200.13908,537,1547.781039
249.02014,513,1548.567882
267.7398,609,1549.083539
233.18918,567,1549.427086
271.64972,547,1549.772535
256.97983,497,1550.392711
196.65916,501,1550.949677
214.64844,701,1551.937749
196.87917,503,1552.173248
263.4397,457,1553.10707
260.96005,537,1553.328947
196.35919,497,1553.843428
276.5797,597,1555.083035
197.22916,507,1555.478301
265.68973,591,1555.660059
196.51923,497,1556.394245
250.4898,531,1556.92452
247.11984,497,1557.530011
241.91013,437,1557.707075
260.71973,537,1558.079411
196.30919,497,1559.471961
257.16998,497,1559.867409
257.17987,497,1560.044168
257.08987,497,1560.763159
248.97977,519,1561.486323
196.3292,497,1561.909739
227.16982,497,1562.470402
274.74954,583,1562.854905
252.7601,555,1564.354909
257.01984,497,1564.41825
304.79047,573,1564.914742
257.17,497,1565.152684
279.53033,519,1566.08385
191.86942,553,1566.793863
227.13974,499,1566.862685
185.71967,485,1567.129752
267.57953,503,1568.863961
259.0398,519,1568.956664
256.96985,497,1569.557732
314.6703,573,1569.98703
256.99985,497,1571.248573
257.06992,497,1571.508207
313.04025,557,1571.713719
189.84904,643,1571.758881
241.46005,539,1573.60899
318.04984,611,1574.31408
247.14981,499,1574.361352
270.23932,643,1575.198132
257.01984,497,1575.607335
320.9206,531,1576.379597
273.8896,573,1576.554183
191.63861,663,1577.608565
257.37024,497,1578.0087
240.52982,425,1578.137702
257.44995,501,1578.766316
257.92984,507,1579.694737
265.73032,475,1579.828416
266.20996,485,1580.680558
273.9096,573,1581.620907
277.65045,497,1581.999451
210.19002,529,1582.675706
284.47012,573,1583.79379
300.55054,417,1584.370194
217.39883,725,1584.537941
270.9796,539,1584.594989
251.21048,425,1585.378981
210.08878,645,1585.390988
171.59981,439,1586.545985
314.55023,573,1587.047118
259.14984,519,1588.373514
202.31953,447,1588.502991
246.9798,497,1588.728331
257.07986,497,1588.894305
257.25003,497,1589.750171
256.96985,497,1590.917198
196.04977,485,1591.300587
304.50928,797,1592.378479
257.19983,499,1592.91216
257.4501,499,1593.303135
273.8696,573,1593.442302
199.09972,521,1594.354937
270.23938,643,1594.410496
257.01984,497,1595.296974
257.23984,499,1595.710555
196.31918,497,1596.758935
258.41998,507,1597.875702
235.52034,475,1598.550434
270.2094,643,1598.59853
258.5098,513,1598.949373
275.2791,699,1599.48158
260.62973,537,1600.097122
257.17,497,1600.162101
200.25911,537,1601.574682
263.23965,563,1602.917841
261.05997,537,1603.387083
261.83975,549,1603.455045
258.58032,505,1603.999243
264.0801,569,1604.030581
257.67032,497,1604.563941
260.76978,537,1604.854131
267.7696,611,1607.008688
196.82925,499,1608.43684
258.27,509,1608.505944
266.28,593,1608.709966
212.42873,671,1608.891424
260.74973,537,1609.320956
214.72845,701,1609.607712
291.3699,649,1610.598317
260.96997,537,1611.719473
196.40921,497,1612.837255
257.44995,497,1613.105527
285.60037,581,1613.637738
258.82068,505,1613.779647
202.99896,569,1613.912729
274.8392,691,1615.72163
315.6902,585,1615.788411
260.5997,537,1616.497531
227.97026,501,1617.267435
205.50882,599,1618.394344
260.92,537,1618.673909
289.00024,619,1619.120984
196.7992,609,1619.176768
254.32031,463,1619.872938
264.44977,577,1620.803205
256.99985,497,1620.881031
257.92987,507,1623.174181
251.57965,547,1623.26604
274.49915,691,1623.411004
204.86896,587,1624.385814
197.44916,509,1624.402331
267.28003,601,1624.467506
196.9692,503,1625.360898
322.95032,555,1625.752177
196.29918,497,1627.563435
247.3999,497,1627.796897
196.3292,497,1628.768744
257.49988,501,1628.814421
257.17987,497,1628.845206
264.1696,683,1629.340877
196.3692,497,1629.787014
260.67972,537,1630.505495
256.98984,497,1632.180767
265.8895,595,1632.824093
277.76038,499,1633.194034
257.01984,497,1633.225576
256.96985,497,1633.697715
252.51007,553,1633.743762
278.5405,505,1634.241722
322.22037,547,1635.356711
239.13977,521,1636.812852
259.0698,519,1637.434866
276.10046,481,1637.491192
256.96985,497,1637.607221
273.8896,573,1638.76655
203.84943,573,1638.815102
260.49973,535,1638.962731
417.90024,609,1640.771185
165.63911,491,1641.195188
256.96985,497,1641.938685
177.61955,507,1641.978978
284.4001,573,1642.722815
257.11996,497,1643.220933
275.68964,699,1645.018977
280.2395,749,1645.594562
257.98993,507,1645.657191
209.06871,637,1646.398563
250.18982,531,1646.648521
196.63925,497,1647.606772
270.44946,643,1647.606772
264.70978,577,1647.810149
257.8798,507,1649.509012
254.05005,463,1649.756669
197.49933,503,1650.083887
257.01984,497,1650.809087
259.49023,519,1651.244786
257.03986,497,1651.995769
189.98907,643,1653.403876
209.0387,637,1653.557255
196.3292,497,1654.052378
260.6397,537,1654.668816
273.71036,449,1654.920596
311.02032,531,1654.920596
210.65863,655,1657.319147
285.51013,585,1657.471687
194.21933,471,1657.807219
196.48918,499,1658.196345
257.02985,497,1658.655456
196.49918,499,1659.277875
196.30919,497,1659.483402
211.87862,667,1660.807908
258.3903,505,1661.539412
197.48917,509,1661.75239
200.04907,537,1662.314378
196.64926,497,1662.823839
305.95035,585,1663.141877
199.97905,537,1663.795527
260.71982,537,1664.031142
196.73927,497,1666.033902
196.76929,497,1666.211639
210.80872,653,1666.579231
259.11978,519,1666.931222
196.31918,497,1667.241222
257.3601,497,1668.438555
284.4101,573,1668.880914
211.34865,661,1669.004626
338.01065,497,1670.464841
260.1802,417,1670.659094
257.35983,501,1670.68161
257.4699,499,1671.037991
260.76996,535,1673.62728
279.79895,749,1673.871484
264.31958,577,1674.115577
270.13934,643,1674.135099
257.50983,503,1674.873116
257.10992,497,1675.020006
257.00983,497,1675.042037
227.51976,503,1675.448218
248.97977,519,1678.221346
196.3492,497,1678.278658
257.02988,497,1678.541836
279.55035,519,1678.718179
263.01,449,1679.418195
259.24982,519,1679.474931
257.71985,503,1679.474931
200.09908,537,1679.835496
255.97989,485,1682.557612
197.18915,507,1682.812999
256.97983,497,1683.163658
254.09995,465,1683.663802
196.31918,497,1684.263279
273.95963,573,1684.607987
276.25925,705,1684.8426
209.01869,637,1685.125132
258.5098,513,1688.163366
270.25934,643,1688.238961
260.57968,537,1689.008222
214.78847,701,1689.02985
260.8598,535,1689.345383
281.95944,765,1689.941622
205.81888,599,1690.428232
276.35925,709,1691.143372
260.9,537,1693.058535
273.95972,569,1693.410916
250.07028,521,1693.74555
196.76929,497,1693.855722
275.1396,585,1694.288913
258.02985,507,1694.536258
257.4599,499,1694.94539
203.70894,577,1696.335436
196.35919,497,1697.510301
256.96985,497,1697.870468
196.93918,503,1698.261614
257.03986,497,1698.315656
176.29913,497,1698.750568
258.30014,507,1699.490651
270.28934,643,1700.2947
196.54924,497,1700.786727
257.04987,497,1702.227114
245.64993,481,1702.523569
186.31917,497,1702.615777
256.97983,497,1703.11387
272.33932,663,1703.345162
295.13013,473,1703.653272
247.0098,497,1704.684448
256.26956,489,1705.110058
257.15982,499,1706.946356
256.96985,497,1707.023001
254.46005,573,1707.303902
196.29918,497,1707.509374
229.06967,521,1707.956045
249.80035,521,1708.260579
218.99963,521,1709.668485
233.71948,573,1709.70707
165.6691,491,1711.362408
200.30966,531,1711.638723
314.47018,573,1712.375432
203.61937,573,1712.583699
260.2403,527,1712.617758
208.46979,513,1712.79748
235.90952,485,1713.988676
210.2588,645,1715.436166
289.5005,517,1715.936297
241.23978,539,1716.410781
217.03972,499,1717.050752
139.609,531,1717.506331
205.18979,585,1717.772771
417.95032,609,1717.772771
233.71948,573,1719.046172
251.2598,539,1720.246216
234.88002,469,1721.679144
317.0101,597,1721.737697
297.49927,717,1722.316184
242.15009,549,1722.663117
284.36008,573,1722.881045
190.5192,539,1723.89211
304.51926,797,1724.159528
224.80998,469,1725.944613
270.15936,643,1725.993828
109.508575,531,1726.453217
299.59055,517,1726.967082
273.8696,573,1727.794955
242.50974,447,1728.165509
270.15936,643,1728.669832
211.4995,549,1728.837123
176.35915,497,1730.409705
251.53024,541,1730.808155
305.67026,475,1731.177578
285.5201,585,1731.60881
291.43002,539,1732.476076
292.28024,549,1732.900879
231.1094,539,1733.278472
230.67934,539,1733.429767
257.92984,507,1734.598385
305.66025,475,1735.064065
284.40012,573,1735.542942
232.01001,549,1736.165893
246.54031,481,1736.92099
204.71933,585,1737.387373
340.42047,527,1737.692944
231.10971,539,1737.962659
176.30914,497,1738.830156
242.52975,447,1738.952067
292.79022,555,1740.294063
221.52953,549,1740.825159
217.0097,499,1741.5634
197.12982,499,1741.861932
279.73032,521,1742.293507
366.36972,705,1742.830724
219.00963,521,1743.227729
411.1301,645,1744.145953
269.7704,521,1744.539699
184.19937,469,1745.678518
201.44946,549,1746.048865
534.81104,681,1746.376663
177.62955,507,1746.432147
249.62973,527,1747.143403
306.5602,485,1747.211634
256.9298,497,1748.59462
518.1294,609,1749.105106
234.91005,469,1749.499432
217.00972,499,1750.383343
242.23022,549,1750.466746
149.70903,531,1750.705488
209.24933,523,1751.317793
361.28958,649,1752.621201
274.5504,465,1753.100955
284.93994,581,1753.577732
242.13007,549,1754.212112
165.6391,491,1754.812032
242.11014,549,1755.488619
282.20023,549,1755.762456
343.3302,561,1756.539271
417.91025,609,1758.167957
251.2598,539,1758.493042
252.07874,667,1759.205873
217.35934,503,1759.451803
504.08096,565,1759.520474
232.01001,549,1760.732834
305.1093,693,1761.816685
466.22913,707,1763.062693
98.99847,531,1763.437164
252.55911,561,1764.459179
296.88947,713,1764.821789
264.05942,577,1764.844142
98.998474,531,1765.735704
568.5583,835,1767.431988
264.7894,585,1767.457206
139.60898,531,1768.236789
295.51996,587,1769.207988
149.66902,531,1770.017084
525.41016,579,1770.454186
301.11975,649,1770.709029
188.87952,521,1770.793392
191.39943,549,1772.48445
171.39886,555,1773.229728
251.16876,657,1773.472342
214.29948,469,1774.610928
214.29947,469,1775.005538
263.40903,681,1775.327374
282.34033,549,1775.657339
480.21945,639,1775.767601
295.59015,585,1777.842738
231.59961,549,1778.305335
244.9701,469,1778.949508
270.17938,643,1779.393524
296.95,495,1779.843575
187.25925,503,1780.34282
352.65027,553,1780.728986
378.75906,841,1782.682796
257.03986,497,1782.820306
270.41043,417,1783.599591
256.2996,489,1783.791055
294.08972,681,1783.997553
270.6298,643,1784.706556
230.65932,539,1785.137844
241.39996,539,1785.46213
310.02008,523,1787.20348
279.7403,521,1788.15159
227.07976,499,1788.15159
189.82906,643,1788.432021
314.3406,457,1788.704823
282.2002,549,1788.802414
300.52054,417,1789.120533
281.13025,537,1789.828696
273.18027,447,1792.411012
274.73956,583,1792.411012
338.79065,507,1792.668454
309.39075,513,1792.725538
280.25027,527,1793.470774
196.29918,497,1793.637432
165.6591,491,1794.339658
270.16934,643,1794.634754
176.23912,497,1796.927187
256.0699,487,1797.082672
304.2705,457,1797.545177
230.96967,539,1797.59372
196.33919,497,1798.07674
240.41922,647,1798.260594
257.05984,497,1799.022551
284.4101,573,1799.393855
257.11987,497,1801.328895
258.3099,507,1802.648768
270.43958,643,1802.86575
270.2694,643,1803.374494
257.25,497,1803.886157
280.19946,749,1804.249038
294.43985,679,1804.329011
209.0387,637,1804.722118
297.4501,497,1805.751476
178.78952,519,1807.2277
257.01987,497,1807.260243
256.98987,497,1807.763199
196.76929,497,1808.295497
257.01984,497,1808.666084
196.48918,499,1808.762161
257.89984,505,1809.220041
236.39032,485,1810.088327
257.00986,497,1811.603966
247.68979,505,1811.652512
242.07007,549,1812.554922
273.94962,573,1813.717324
260.6598,537,1813.86089
270.17935,643,1813.874897
275.24918,697,1814.701761
233.17917,567,1814.979277
165.6391,491,1815.880151
247.56982,503,1815.943743
257.24002,497,1816.838591
257.04987,497,1818.121025
256.99985,497,1818.133532
203.68939,573,1818.694275
246.9198,497,1819.183934
254.36002,573,1820.136966
227.0598,497,1820.427137
204.71933,585,1821.336124
300.5305,417,1822.185218
270.12933,643,1822.878431
257.00986,497,1822.940558
255.53989,481,1823.354637
285.5401,585,1824.613804
281.18027,537,1825.148367
234.45961,469,1826.436435
355.98032,587,1826.691441
299.69946,743,1827.231538
256.97986,497,1827.783435
314.45987,573,1828.075615
317.92978,611,1828.375819
233.8195,573,1829.744666
205.15977,585,1830.42401
227.06975,499,1831.296703
200.57922,539,1831.40132
296.53018,485,1831.721991
302.3904,549,1832.810046
304.53024,573,1833.388222
270.1393,643,1834.383475
186.9196,499,1834.466434
331.46985,545,1836.35203
209.15929,523,1836.474248
240.37921,647,1837.137203
424.09958,789,1837.594906
220.6193,539,1837.684011
291.76932,657,1839.151721
284.92993,581,1839.380106
355.4903,583,1839.478222
98.99847,531,1840.87268
349.81995,633,1841.910314
337.7606,497,1841.957367
159.75906,531,1842.161088
217.27881,725,1843.351175
201.59961,549,1843.88313
188.87952,521,1843.966726
264.81018,577,1844.342722
165.6391,491,1845.116705
176.24913,497,1846.180758
233.24918,567,1846.814957
252.18018,549,1846.867797
296.89017,489,1847.620534
196.28918,497,1848.230016
224.37953,469,1848.461763
273.07025,447,1849.048776
217.28882,725,1850.253385
310.5504,529,1850.804741
256.98984,497,1851.205304
224.86003,469,1851.700913
273.84958,573,1851.91048
227.11983,499,1852.818573
159.68907,531,1852.877136
245.43,475,1853.22918
259.51025,519,1854.974472
231.18979,539,1855.798342
190.34947,537,1856.174921
257.0599,497,1856.34952
314.62033,573,1857.279276
196.3292,497,1857.547663
257.61032,497,1857.912095
274.73956,583,1858.282873
193.38951,457,1859.242042
245.5799,481,1860.178695
257.03986,497,1860.64851
256.97983,497,1860.801861
255.19958,477,1861.503069
196.3492,497,1861.936446
176.33914,497,1862.61405
285.54016,585,1863.008713
257.0799,497,1864.467912
288.6401,617,1864.596088
260.66977,537,1865.457081
275.83975,589,1865.742805
256.98984,497,1865.79585
263.9102,457,1865.904549
260.73975,537,1867.650034
305.78033,475,1868.708043
277.7704,499,1868.797127
304.53928,797,1869.565589
269.2898,521,1869.991848
257.11993,497,1870.134046
280.62045,529,1870.532529
243.78952,573,1870.759438
257.16995,497,1872.036296
342.7899,555,1873.591214
242.10007,549,1873.62125
245.50003,475,1874.158357
149.65903,531,1874.217779
246.96979,497,1874.475157
246.51962,491,1875.024398
209.52957,527,1875.109538
235.27989,585,1877.186811
257.04987,497,1877.937306
257.05988,497,1878.501632
233.71948,573,1878.613597
257.19003,497,1879.47877
269.39957,523,1879.621657
377.28967,609,1879.80511
270.58978,643,1879.837651
203.61937,573,1882.111143
245.53989,481,1882.620002
203.7494,573,1883.549021
223.40968,457,1883.737477
343.84927,683,1883.827102
289.79037,521,1883.965809
197.0898,499,1884.134569
283.02017,557,1884.425608
233.85951,573,1887.575572
270.1393,643,1887.692121
276.28043,483,1888.02562
257.07996,497,1888.282103
274.77957,583,1888.618424
256.98984,497,1888.729329
190.50919,539,1888.808394
426.85034,597,1888.925088
270.3904,417,1892.662657
257.68982,505,1892.729721
242.09006,549,1892.797554
249.68976,527,1893.205693
187.28926,503,1893.334897
256.9498,497,1893.484863
257.0599,497,1893.601674
241.98914,665,1893.764419
196.45921,497,1897.228738
273.8396,573,1898.039985
244.51999,467,1898.051605
266.96988,601,1898.226798
202.93895,569,1898.58086
205.40894,593,1898.656943
205.07886,593,1899.054686
214.9985,701,1899.883868
261.74966,549,1902.117435
196.71918,501,1902.647058
199.63911,531,1903.322633
205.67885,599,1903.361164
270.29935,643,1903.73803
269.14948,627,1904.085422
196.48918,499,1904.261517
209.01869,637,1904.628786
196.76929,497,1906.447305
312.90042,553,1907.495511
227.0398,497,1907.65083
257.02985,497,1907.688377
263.9402,457,1908.223445
257.26987,499,1908.410655
274.74954,583,1908.791706
187.01913,505,1909.001694
255.5499,481,1911.618204
229.20964,523,1912.172941
245.18954,693,1912.448617
257.1699,497,1912.515744
200.58925,539,1913.119358
201.52861,663,1913.426683
241.15976,539,1913.721756
270.28934,643,1914.405139
257.00986,497,1916.021165
309.95004,523,1917.115566
230.4696,537,1917.174122
314.3201,569,1917.197142
245.01962,475,1917.261939
233.39964,457,1917.711945
257.01984,497,1917.769497
276.50967,597,1919.557055
257.02988,497,1920.286467
234.88004,469,1921.202416
257.01984,497,1921.589169
263.4097,457,1921.687465
242.22021,549,1921.977385
210.09877,645,1922.809321
267.68942,615,1923.134176
284.38013,573,1924.690818
233.21916,567,1925.40309
232.08965,553,1926.280834
270.79944,539,1926.629562
366.72018,597,1927.053133
364.33047,569,1927.199636
273.04025,447,1927.271849
271.3997,539,1927.746769
257.10995,497,1929.124701
249.75977,527,1930.030575
234.87001,469,1930.607692
230.72932,539,1930.907526
203.90005,457,1931.11891
193.21947,457,1931.18848
294.27054,457,1931.700614
334.59033,573,1931.997802
187.27925,503,1933.5236
314.08035,457,1934.91506
165.6591,491,1934.960407
268.0699,615,1935.450101
224.34952,469,1935.777221
191.45943,549,1936.018147
337.47955,611,1936.487919
292.28027,549,1936.818357
268.09988,615,1938.881054
255.60999,481,1939.090873
163.19922,463,1939.763354
205.2198,585,1940.501139
240.38922,647,1940.555795
311.46002,539,1940.641337
232.02003,549,1941.511414
361.63956,653,1942.062506
548.0749,613,1944.103972
199.07971,521,1944.256087
189.87906,643,1944.60813
490.80032,529,1945.03532
243.7695,573,1945.643015
577.2827,709,1946.707737
231.56956,549,1946.87164
379.3594,737,1947.911402
362.09045,545,1948.99985
188.89952,521,1949.161445
295.57016,585,1949.240136
149.72903,531,1949.697996
251.20981,539,1950.276078
217.3994,503,1951.063181
210.22879,645,1952.459176
234.93008,469,1953.218405
368.47006,617,1953.249574
263.42972,457,1953.638823
270.82947,539,1953.903376
254.82983,581,1954.050236
258.10004,507,1954.669829
276.09045,481,1955.214527
250.08011,417,1956.810361
205.14978,585,1957.452542
197.25916,507,1957.556649
229.59013,521,1958.104832
256.97983,497,1958.168423
273.8796,573,1959.018261
257.02985,497,1959.528768
284.4301,573,1959.63223
257.91986,507,1961.258962
256.98984,497,1961.79568
226.85973,497,1962.452547
257.18985,499,1962.527292
285.46005,585,1962.680918
271.69968,549,1963.765491
196.23016,485,1963.836063
272.59015,553,1964.318156
234.86002,469,1965.298293
177.58955,507,1966.197864
269.3795,523,1967.034965
291.48007,539,1967.106045
210.17879,645,1968.219098
257.53986,503,1968.608024
270.18933,643,1969.252421
255.9599,485,1969.434226
294.16977,681,1969.656515
313.92047,563,1971.10696
306.01077,473,1971.189575
257.19983,499,1972.601652
189.84904,643,1972.714752
257.00986,497,1972.982524
256.96985,497,1973.800564
261.76978,549,1974.068552
260.1902,417,1974.657517
196.48923,497,1975.418028
294.21982,681,1975.635635
257.43985,501,1977.092957
282.32022,549,1977.391625
196.33919,497,1978.160676
196.31918,497,1978.425154
272.23938,663,1978.744755
257.1499,497,1979.010226
310.31036,527,1980.206801
215.08899,697,1981.533611
258.08984,507,1981.75789
274.75955,583,1982.113738
258.5098,513,1982.594201
259.24982,519,1983.231006
264.83954,583,1983.561429
300.39044,523,1983.682964
197.04916,505,1985.059319
259.18982,519,1986.574054
257.01984,497,1986.977144
203.62938,573,1987.321413
323.0603,557,1988.058447
186.33917,497,1988.507285
314.5102,573,1989.103897
287.3501,601,1989.127935
257.05984,497,1989.658775
337.75058,497,1991.553837
569.13885,619,1992.275998
242.25024,549,1992.377505
256.92978,497,1993.095877
233.19917,567,1993.265962
304.01028,457,1993.350587
317.23013,603,1994.655748
543.8495,677,1995.923093
294.4802,573,1996.942398
309.11044,513,1998.109585
252.11008,549,1998.288833
270.1894,643,1998.333987
217.30882,725,1999.237017
285.6102,475,1999.250159
270.14932,643,1999.489231
242.50974,447,2000.227732
149.66902,531,2002.093391
279.14047,513,2003.378175
344.37976,577,2003.771515
186.89961,499,2004.316524
139.60904,531,2004.389609
213.66942,573,2004.749893
290.6388,761,2005.550164
189.82904,643,2006.266414
321.89996,655,2008.224182
176.26913,497,2008.364868
264.73953,583,2008.816988
265.9796,485,2008.969635
249.81985,523,2009.803224
189.82904,643,2010.505573
270.61978,643,2012.329865
274.8596,583,2012.577753
284.36008,573,2015.153048
282.96014,557,2015.488322
232.03001,549,2015.555926
251.4502,541,2016.405046
304.50928,797,2018.119437
235.25989,585,2018.270333
187.27925,503,2019.446409
354.26038,569,2020.152154
139.60898,531,2023.036669
855.9299,701,2024.647282
345.33923,699,2024.915144
552.7108,659,2025.414093
359.49,629,2026.401017
231.10971,539,2026.814691
855.9298,701,2027.168725
292.9694,669,2027.826734
243.23941,569,2030.061111
214.20879,585,2032.29109
184.81943,475,2033.262375
871.28503,647,2034.721771
494.89066,573,2035.559852
463.09003,559,2035.742309
295.49847,923,2038.346505
218.48001,401,2039.255722
473.06964,669,2040.169968
340.89905,867,2040.547506
224.80997,469,2041.877766
265.72906,705,2042.51752
264.8594,585,2042.577104
286.4899,597,2043.305985
347.16028,601,2045.647377
139.60904,531,2046.980009
416.1192,601,2047.427686
888.52386,729,2047.981739
266.2894,599,2049.398752
272.6688,673,2050.211956
