app,algo,persona,episode,ep_len,ep_return,timestamp_ms,ale_score,deaths,episode_ale_score,pellets,score_delta,steps,unique_tiles
pacman,a2c,pacman_survivor,11,667,106.8079833984375,1761511691012,98886.77999999953,3.0,106.80999999999844,19.0,120610.0,222778.0,300.0
pacman,a2c,pacman_survivor,11,579,334.49969482421875,1761511692076,128244.6099999995,3.0,334.49999999999693,23.0,148890.0,167910.0,253.0
pacman,a2c,pacman_survivor,11,469,80.31967163085938,1761511693150,36649.50000000022,3.0,80.32000000000059,21.0,53580.0,110215.0,205.0
pacman,a2c,pacman_survivor,10,673,106.88919067382812,1761511693868,49786.790000000154,3.0,106.88999999999973,19.0,79000.0,226801.0,290.0
pacman,a2c,pacman_survivor,12,531,-9.480109214782715,1761511695467,29373.740000000314,3.0,-9.47999999999886,12.0,47710.0,141246.0,219.0
pacman,a2c,pacman_survivor,12,667,307.060302734375,1761511697048,186652.7099999987,3.0,307.05999999999517,20.0,207270.0,222778.0,305.0
pacman,a2c,pacman_survivor,12,531,-19.719829559326172,1761511698430,24958.340000000317,3.0,-19.719999999998855,11.0,43390.0,141246.0,215.0
pacman,a2c,pacman_survivor,12,659,388.298828125,1761511698935,125165.76999999967,3.0,388.2999999999985,28.0,151680.0,217470.0,293.0
pacman,a2c,pacman_survivor,12,579,83.55819702148438,1761511700151,74609.63999999965,3.0,83.55999999999852,17.0,90580.0,167910.0,279.0
pacman,a2c,pacman_survivor,12,539,41.830055236816406,1761511700659,23180.710000000206,3.0,41.83000000000074,17.0,42320.0,145530.0,226.0
pacman,a2c,pacman_survivor,11,909,175.98849487304688,1761511701002,173345.079999999,3.0,175.98999999999737,25.0,211250.0,413595.0,372.0
pacman,a2c,pacman_survivor,11,733,329.7308044433594,1761511704032,218542.599999999,3.0,329.7299999999956,22.0,234010.0,269011.0,334.0
pacman,a2c,pacman_survivor,13,385,36.380027770996094,1761511704257,15903.510000000113,3.0,36.38000000000055,17.0,27510.0,74305.0,143.0
pacman,a2c,pacman_survivor,13,727,108.60856628417969,1761511705588,95216.15999999995,3.0,108.60999999999956,19.0,120360.0,264628.0,300.0
pacman,a2c,pacman_survivor,13,693,127.8392333984375,1761511706696,65916.11000000044,3.0,127.84000000000046,21.0,96320.0,240471.0,285.0
