#{"t_start": 1761456326.7093234, "env_id": "None"}
r,l,t
75.0,437,3.572432
195.0,461,3.730497
165.0,469,3.784094
145.0,503,3.99417
215.0,509,4.036454
175.0,517,4.087528
235.0,561,4.361972
205.0,599,4.587342
