app,algo,persona,episode,ep_len,ep_return,timestamp_ms,ale_score,deaths,episode_ale_score,pellets,score_delta,steps,unique_tiles
pacman,ppo,pacman_explorer,0,1031,931.06298828125,1761455119979,931.0599999999791,1.0,931.0599999999791,1.0,900.0,1031.0,1.0
pacman,ppo,pacman_explorer,0,505,414.0506896972656,1761455120054,414.04999999999853,1.0,414.04999999999853,1.0,390.0,505.0,1.0
pacman,ppo,pacman_explorer,0,693,350.6310729980469,1761455120279,350.6299999999977,1.0,350.6299999999977,1.0,330.0,693.0,1.0
pacman,ppo,pacman_explorer,0,537,261.368896484375,1761455121035,261.36999999999836,1.0,261.36999999999836,1.0,250.0,537.0,1.0
pacman,ppo,pacman_explorer,0,781,955.76171875,1761455122807,955.7599999999948,1.0,955.7599999999948,1.0,930.0,781.0,1.0
pacman,ppo,pacman_explorer,0,463,236.82899475097656,1761455123292,236.82999999999947,1.0,236.82999999999947,1.0,230.0,463.0,1.0
pacman,ppo,pacman_explorer,0,567,294.5695495605469,1761455123974,294.56999999999806,1.0,294.56999999999806,1.0,280.0,567.0,1.0
pacman,ppo,pacman_explorer,0,543,140.1796417236328,1761455124409,140.18000000000094,1.0,140.18000000000094,1.0,140.0,543.0,1.0
pacman,ppo,pacman_explorer,0,493,259.8792419433594,1761455125203,259.87999999999846,1.0,259.87999999999846,1.0,250.0,493.0,1.0
pacman,ppo,pacman_explorer,0,517,249.2692108154297,1761455125496,249.2699999999992,1.0,249.2699999999992,1.0,240.0,517.0,1.0
pacman,ppo,pacman_explorer,0,461,326.01019287109375,1761455127877,326.00999999999897,1.0,326.00999999999897,1.0,310.0,461.0,1.0
pacman,ppo,pacman_explorer,0,829,368.4421081542969,1761455128833,368.43999999999784,1.0,368.43999999999784,1.0,340.0,829.0,1.0
pacman,ppo,pacman_explorer,0,793,453.2825622558594,1761455129220,453.27999999999736,1.0,453.27999999999736,1.0,420.0,793.0,1.0
pacman,ppo,pacman_explorer,0,677,495.4688720703125,1761455129612,495.46999999999764,1.0,495.46999999999764,1.0,480.0,677.0,1.0
pacman,ppo,pacman_explorer,0,559,307.3902587890625,1761455130739,307.38999999999857,1.0,307.38999999999857,1.0,290.0,559.0,1.0
pacman,ppo,pacman_explorer,0,645,873.9012451171875,1761455130769,873.8999999999928,1.0,873.8999999999928,1.0,860.0,645.0,1.0
pacman,ppo,pacman_explorer,0,711,551.7103881835938,1761455131020,551.7099999999946,1.0,551.7099999999946,1.0,530.0,711.0,1.0
pacman,ppo,pacman_explorer,0,723,329.9798889160156,1761455132701,329.9799999999977,1.0,329.9799999999977,1.0,310.0,723.0,1.0
pacman,ppo,pacman_explorer,0,615,304.65057373046875,1761455133964,304.6499999999981,1.0,304.6499999999981,1.0,290.0,615.0,1.0
pacman,ppo,pacman_explorer,0,535,338.5000305175781,1761455134101,338.49999999999983,1.0,338.49999999999983,1.0,320.0,535.0,1.0
pacman,ppo,pacman_explorer,0,453,213.6291046142578,1761455135249,213.62999999999943,1.0,213.62999999999943,1.0,210.0,453.0,1.0
pacman,ppo,pacman_explorer,0,773,531.5816040039062,1761455136803,531.579999999996,1.0,531.579999999996,1.0,510.0,773.0,1.0
pacman,ppo,pacman_explorer,0,679,940.541748046875,1761455137476,940.5399999999885,1.0,940.5399999999885,1.0,920.0,679.0,1.0
pacman,ppo,pacman_explorer,0,709,1076.4927978515625,1761455138053,1076.4899999999961,1.0,1076.4899999999961,1.0,1040.0,709.0,1.0
pacman,ppo,pacman_explorer,0,567,207.21817016601562,1761455138289,207.21999999999824,1.0,207.21999999999824,1.0,200.0,567.0,1.0
pacman,ppo,pacman_explorer,0,939,380.49334716796875,1761455138875,380.4899999999967,1.0,380.4899999999967,1.0,350.0,939.0,1.0
pacman,ppo,pacman_explorer,0,551,283.20953369140625,1761455139451,283.20999999999816,1.0,283.20999999999816,1.0,270.0,551.0,1.0
pacman,ppo,pacman_explorer,0,653,928.7807006835938,1761455148041,928.7799999999954,1.0,928.7799999999954,1.0,910.0,653.0,1.0
pacman,ppo,pacman_explorer,0,783,398.28179931640625,1761455148176,398.2799999999975,1.0,398.2799999999975,1.0,370.0,783.0,1.0
pacman,ppo,pacman_explorer,0,533,140.62921142578125,1761455148404,140.63000000000008,1.0,140.63000000000008,1.0,140.0,533.0,1.0
pacman,ppo,pacman_explorer,0,519,193.58944702148438,1761455148922,193.5900000000004,1.0,193.5900000000004,1.0,190.0,519.0,1.0
pacman,ppo,pacman_explorer,0,491,226.65892028808594,1761455150569,226.65999999999943,1.0,226.65999999999943,1.0,220.0,491.0,1.0
pacman,ppo,pacman_explorer,0,713,454.7306213378906,1761455151666,454.72999999999803,1.0,454.72999999999803,1.0,440.0,713.0,1.0
pacman,ppo,pacman_explorer,0,755,608.750732421875,1761455151859,608.7499999999928,1.0,608.7499999999928,1.0,580.0,755.0,1.0
pacman,ppo,pacman_explorer,0,681,396.6109313964844,1761455151948,396.6099999999992,1.0,396.6099999999992,1.0,370.0,681.0,1.0
pacman,ppo,pacman_explorer,0,499,270.1407165527344,1761455153167,270.1399999999982,1.0,270.1399999999982,1.0,260.0,499.0,1.0
pacman,ppo,pacman_explorer,0,641,227.80783081054688,1761455154816,227.80999999999779,1.0,227.80999999999779,1.0,220.0,641.0,1.0
pacman,ppo,pacman_explorer,0,681,530.16162109375,1761455154867,530.1599999999951,1.0,530.1599999999951,1.0,510.0,681.0,1.0
pacman,ppo,pacman_explorer,0,697,397.2208251953125,1761455155931,397.2199999999982,1.0,397.2199999999982,1.0,370.0,697.0,1.0
pacman,ppo,pacman_explorer,0,537,217.0196533203125,1761455157242,217.02000000000095,1.0,217.02000000000095,1.0,210.0,537.0,1.0
pacman,ppo,pacman_explorer,0,715,498.1519470214844,1761455157754,498.1499999999978,1.0,498.1499999999978,1.0,480.0,715.0,1.0
pacman,ppo,pacman_explorer,0,685,541.200927734375,1761455158467,541.1999999999932,1.0,541.1999999999932,1.0,520.0,685.0,1.0
pacman,ppo,pacman_explorer,0,691,352.8116149902344,1761455158776,352.80999999999824,1.0,352.80999999999824,1.0,330.0,691.0,1.0
pacman,ppo,pacman_explorer,0,417,235.51925659179688,1761455158928,235.51999999999984,1.0,235.51999999999984,1.0,230.0,417.0,1.0
pacman,ppo,pacman_explorer,0,641,606.5096435546875,1761455159481,606.5099999999961,1.0,606.5099999999961,1.0,580.0,641.0,1.0
pacman,ppo,pacman_explorer,0,515,128.29995727539062,1761455160980,128.30000000000138,1.0,128.30000000000138,1.0,130.0,515.0,1.0
pacman,ppo,pacman_explorer,0,693,275.8299255371094,1761455161737,275.8300000000006,1.0,275.8300000000006,1.0,260.0,693.0,1.0
pacman,ppo,pacman_explorer,0,501,315.5605773925781,1761455163536,315.5599999999986,1.0,315.5599999999986,1.0,300.0,501.0,1.0
pacman,ppo,pacman_explorer,0,491,226.8089599609375,1761455163801,226.80999999999952,1.0,226.80999999999952,1.0,220.0,491.0,1.0
pacman,ppo,pacman_explorer,0,603,304.08123779296875,1761455163848,304.07999999999817,1.0,304.07999999999817,1.0,290.0,603.0,1.0
pacman,ppo,pacman_explorer,0,721,264.3606872558594,1761455164484,264.35999999999774,1.0,264.35999999999774,1.0,250.0,721.0,1.0
pacman,ppo,pacman_explorer,0,417,213.1693878173828,1761455165211,213.16999999999996,1.0,213.16999999999996,1.0,210.0,417.0,1.0
pacman,ppo,pacman_explorer,0,635,448.8017883300781,1761455165856,448.7999999999982,1.0,448.7999999999982,1.0,420.0,635.0,1.0
pacman,ppo,pacman_explorer,0,731,453.410888671875,1761455166229,453.4099999999976,1.0,453.4099999999976,1.0,440.0,731.0,1.0
pacman,ppo,pacman_explorer,0,529,227.83827209472656,1761455174161,227.83999999999835,1.0,227.83999999999835,1.0,220.0,529.0,1.0
pacman,ppo,pacman_explorer,0,455,181.749267578125,1761455175031,181.74999999999974,1.0,181.74999999999974,1.0,180.0,455.0,1.0
pacman,ppo,pacman_explorer,0,625,339.1495361328125,1761455175251,339.1499999999985,1.0,339.1499999999985,1.0,320.0,625.0,1.0
pacman,ppo,pacman_explorer,0,849,266.8879699707031,1761455175429,266.8899999999969,1.0,266.8899999999969,1.0,250.0,849.0,1.0
pacman,ppo,pacman_explorer,0,619,281.9913330078125,1761455175775,281.98999999999927,1.0,281.98999999999927,1.0,270.0,619.0,1.0
pacman,ppo,pacman_explorer,0,781,365.96044921875,1761455176757,365.95999999999765,1.0,365.95999999999765,1.0,340.0,781.0,1.0
pacman,ppo,pacman_explorer,0,661,372.3610534667969,1761455177981,372.35999999999814,1.0,372.35999999999814,1.0,350.0,661.0,1.0
pacman,ppo,pacman_explorer,0,847,466.3716735839844,1761455179328,466.36999999999733,1.0,466.36999999999733,1.0,430.0,847.0,1.0
pacman,ppo,pacman_explorer,0,499,237.93890380859375,1761455179914,237.93999999999943,1.0,237.93999999999943,1.0,230.0,499.0,1.0
pacman,ppo,pacman_explorer,0,663,305.3804931640625,1761455180340,305.3799999999978,1.0,305.3799999999978,1.0,290.0,663.0,1.0
pacman,ppo,pacman_explorer,0,437,147.71917724609375,1761455180818,147.71999999999966,1.0,147.71999999999966,1.0,150.0,437.0,1.0
pacman,ppo,pacman_explorer,0,743,419.6318664550781,1761455182328,419.62999999999784,1.0,419.62999999999784,1.0,390.0,743.0,1.0
pacman,ppo,pacman_explorer,0,481,281.8595275878906,1761455182413,281.85999999999865,1.0,281.85999999999865,1.0,270.0,481.0,1.0
pacman,ppo,pacman_explorer,0,735,1812.3624267578125,1761455182638,1812.3499999999872,1.0,1812.3499999999872,1.0,1780.0,735.0,1.0
pacman,ppo,pacman_explorer,0,835,634.8516235351562,1761455182767,634.8499999999885,1.0,634.8499999999885,1.0,600.0,835.0,1.0
pacman,ppo,pacman_explorer,0,423,223.87969970703125,1761455184716,223.8800000000006,1.0,223.8800000000006,1.0,220.0,423.0,1.0
pacman,ppo,pacman_explorer,0,585,525.0514526367188,1761455185307,525.0499999999946,1.0,525.0499999999946,1.0,510.0,585.0,1.0
pacman,ppo,pacman_explorer,0,653,581.6294555664062,1761455185376,581.6299999999957,1.0,581.6299999999957,1.0,560.0,653.0,1.0
pacman,ppo,pacman_explorer,0,473,280.7803955078125,1761455187140,280.77999999999855,1.0,280.77999999999855,1.0,270.0,473.0,1.0
pacman,ppo,pacman_explorer,0,631,539.2616577148438,1761455188258,539.2599999999966,1.0,539.2599999999966,1.0,520.0,631.0,1.0
pacman,ppo,pacman_explorer,0,641,261.4604797363281,1761455188272,261.4600000000005,1.0,261.4600000000005,1.0,250.0,641.0,1.0
pacman,ppo,pacman_explorer,0,947,291.2722473144531,1761455189097,291.26999999999896,1.0,291.26999999999896,1.0,270.0,947.0,1.0
pacman,ppo,pacman_explorer,0,529,116.84016418457031,1761455189654,116.8400000000018,1.0,116.8400000000018,1.0,120.0,529.0,1.0
pacman,ppo,pacman_explorer,0,815,933.8026733398438,1761455190273,933.7999999999862,1.0,933.7999999999862,1.0,910.0,815.0,1.0
pacman,ppo,pacman_explorer,0,685,529.9013671875,1761455197131,529.8999999999942,1.0,529.8999999999942,1.0,510.0,685.0,1.0
